Title,Pembimbing,Keywords,NIM
Model Klasifikasi Kesesuaian Lahan Bawang Putih Menggunakan Interpolasi Spasial dan Algoritme Pohon Keputusan,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","c, meningkatkan, pohon keputusan, model pohon keputusan",G6401221051
Prediksi Kandidat Senyawa Herbal Sebagai Anti Inflamasi COVID-19 Menggunakan Metode BLM-NII pada Jejaring Bipartite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","proses pengembangan, proses",G6401221051
Pengembangan dan Optimasi Pangkalan data NoSql pada Sistem Patriot Pangan,"Dr. Yani Nurhadryani, S.Si, MT","nosql, scrum, meningkatkan, proses, arsitektur sistem",G6401221051
Pengamatan Lingkungan Kandang Berbasis Internet of Things (IoT) pada Pertumbuhan Ayam Pedaing,"Dr. Ir. Sri Wahjuni, MT","c, internet, internet of things, iot, sensor, perbedaan, sistem jaringan, analisis regresi, metode regresi",G6401221051
Prediksi Kandidat Senyawa Herbal Sebagai Anti Inflamasi  COVID-19 Menggunakan Metode BLM-NII pada Jejaring Bipartite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","proses pengembangan, proses",G6401221052
Pengembangan dan Optimasi Pangkalan data NoSql pada Sistem Patriot Pangan,"Dr. Yani Nurhadryani, S.Si, MT","nosql, scrum, meningkatkan, proses, arsitektur sistem",G6401221052
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401221052
Pengembangan Sistem Rantai Pasok Buah Mangga Berbasis Multi-channel Blockchain Pada Sisi Back end Menggunakan Metode Prototyping.,"Irman Hermadi, S.Kom, MS, P.hD","blockchain, prototyping, fungsi, dalam proses, proses",G6401221052
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401221052
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221053
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221053
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221053
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221053
Pengembangan Modul Simulasi Online Lintasan Kabut Asap Karhutla dengan HYSPLIT,"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","functions, web application, fungsi, aplikasi web",G6401221053
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221054
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221054
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221054
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221054
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221054
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221055
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221055
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221055
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221055
Pengembangan Modul Simulasi Online Lintasan Kabut Asap Karhutla dengan HYSPLIT,"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","functions, web application, fungsi, aplikasi web",G6401221055
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221056
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221056
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221056
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221056
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221056
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221057
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221057
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221057
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221057
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221057
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221058
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221058
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221058
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221058
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221058
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221059
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221059
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221059
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221059
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221059
Prediksi Kandidat Senyawa Herbal Sebagai Anti Inflamasi  COVID-19 Menggunakan Metode BLM-NII pada Jejaring Bipartite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","proses pengembangan, proses",G6401221060
Pengembangan dan Optimasi Pangkalan data NoSql pada Sistem Patriot Pangan,"Dr. Yani Nurhadryani, S.Si, MT","nosql, scrum, meningkatkan, proses, arsitektur sistem",G6401221060
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401221060
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401221060
Pengembangan Sistem Rantai Pasok Buah Mangga Berbasis Multi-channel Blockchain Pada Sisi Back end Menggunakan Metode Prototyping.,"Irman Hermadi, S.Kom, MS, P.hD","blockchain, prototyping, fungsi, dalam proses, proses",G6401221060
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221061
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221061
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221061
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221061
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221061
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221062
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221062
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221062
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221062
Pengembangan Modul Simulasi Online Lintasan Kabut Asap Karhutla dengan HYSPLIT,"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","functions, web application, fungsi, aplikasi web",G6401221062
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221063
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221063
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221063
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221063
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221063
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221064
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221064
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221064
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221064
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221064
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221066
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221066
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221066
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221066
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221066
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221067
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221067
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221067
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221067
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221067
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221068
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221068
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221068
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221068
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221068
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221069
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221069
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221069
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221069
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221069
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221070
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221070
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221070
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221070
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221070
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221071
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221071
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221071
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221071
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221071
Prediksi Kandidat Senyawa Herbal Sebagai Anti Inflamasi  COVID-19 Menggunakan Metode BLM-NII pada Jejaring Bipartite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","proses pengembangan, proses",G6401221072
Pengembangan dan Optimasi Pangkalan data NoSql pada Sistem Patriot Pangan,"Dr. Yani Nurhadryani, S.Si, MT","nosql, scrum, meningkatkan, proses, arsitektur sistem",G6401221072
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401221072
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401221072
Pengembangan Sistem Rantai Pasok Buah Mangga Berbasis Multi-channel Blockchain Pada Sisi Back end Menggunakan Metode Prototyping.,"Irman Hermadi, S.Kom, MS, P.hD","blockchain, prototyping, fungsi, dalam proses, proses",G6401221072
Prediksi Kandidat Senyawa Herbal Sebagai Anti Inflamasi  COVID-19 Menggunakan Metode BLM-NII pada Jejaring Bipartite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","proses pengembangan, proses",G6401221073
Pengembangan dan Optimasi Pangkalan data NoSql pada Sistem Patriot Pangan,"Dr. Yani Nurhadryani, S.Si, MT","nosql, scrum, meningkatkan, proses, arsitektur sistem",G6401221073
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401221073
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401221073
Pengembangan Sistem Rantai Pasok Buah Mangga Berbasis Multi-channel Blockchain Pada Sisi Back end Menggunakan Metode Prototyping.,"Irman Hermadi, S.Kom, MS, P.hD","blockchain, prototyping, fungsi, dalam proses, proses",G6401221073
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221074
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221074
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221074
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221074
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221074
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221075
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221075
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221075
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221075
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221075
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221077
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221077
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221077
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221077
Pengembangan Modul Simulasi Online Lintasan Kabut Asap Karhutla dengan HYSPLIT,"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","functions, web application, fungsi, aplikasi web",G6401221077
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221078
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221078
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221078
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221078
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221078
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221082
