Title,processed_abstract,NIM
Pengembangan Sistem Enterprise Distribusi Cabai dengan Kerangka Kerja Zachman pada Perspektif Teknisi dan Model Komponen Tool, indonesia menjadikan sektor pertanian menjadi sektor potensial produkproduk negeri distribusi cabai indonesia perlu dikembangkan proses pendataan dilakukan manual menggunakan blangko menyebabkan rumitnya proses memungkinkan terjadinya kesalahankesalahan cukup besar sebab diperlukan sistem enterprise membantu petani proses distribusi informasi pembuatan sistem enterprise dilakukan kerangka kerja zachman berfokus perspektif teknisi model komponen tool klasifikasi what how where who whom why hasil artefak berupa implementasi tabel query basis data implementasi method daftar endpoint konfigurasi hak akses pengguna jadwal pengkodingan sistem target diharapkan melalui pembangunan sistem penelitian ini dilakukan pengembangan modul backend dilakukan mengakomodasi tim frontend dalam pembuatan sistem melalui penelitian ini distribusi informasi hasil panen cabai diharapkan menjadi lebih efisien meningkatkan kualitas informasi diperoleh,G6401211115
Pengembangan Sistem Manajemen Pelatihan Kerja Di Pemerintah Kota Surakarta dengan Metode Prototyping, pemerintah kota surakarta memiliki 35 organisasi pemerintah daerah opd 35 opd tersebut terdapat kelima opd memiliki program kerja saling berkaitan dinas tenaga kerja dinas perdagangan dinas pemberdayaan perempuan perlindungan anak pemberdayaan masyarakat dinas koperasi umkm perindustrian dinas pendidikan kelima opd tersebut memiliki program pelatihan meningkatkan keterampilan pencari kerja penyelenggaraan pelatihan kerja lima opd tersebut bersifat konvensional kelima opd tersebut menerima data pengangguran dinas sosial kota surakarta melalui aplikasi whatsapp email format microsoft excel berdasarkan data pengangguran tersebut kelima opd menyelenggarakan pelatihan mandiri adanya koordinasi antar opd adanya koordinasi antar opd beberapa pelatihan diselenggarakan opd tersebut memiliki tema pelatihan sama penelitian bertujuan memperbaiki proses bisnis manajemen pelatihan mengatasi adanya kesamaan pelatihan mensinkronisasi data pelatihan berdasarkan data pelatihan sudah diperoleh kemudian dilakukan pengembangan sistem melibatkan opd terkait dapat mengatasi masalah kesamaan pelatihan kerja manajemen pelatihan kerja pemerintah kota surakarta menggunakan sistem pemerintah berbasis elektronik spbe pemerintah kota surakarta melakukan beberapa upaya menerapakan teknologi informasi komunikasi tik meningkatkan efisiensi administrasi pemerintah pelayanan hasil evaluasi dikeluarkan kementrian pendayagunaan aparatur negara reformasi birokrasi republik indonesia memperoleh nilai indeks 275 tahun 2021hasil tersebut terbilang kurang birokrasi pemerintah berbasis elektronik penyebabnya diantaranya kurangnya aksesibilitas tidak semua warga memiliki akses mudah perangkat elektronik konektivitas internet stabil kuranganya literasi digital keamanan data rendahnya partisipasi masyarakat sistem pemerintah berbasis elektronik fokus penelitian penerapan metode prototyping perancangan pengembangan sistem pelatihan kerja kota surakarta penelitian lebih berfokus analisa kebutuhan pengguna pengenalan sistem pengguna berawal tahap wawancara berakhir pada tahap feedback pengguna penelitian menghasilkan sistem sesuai proses analisis kebutuhan pengguna pengujian sistem dilakukan beberapa tahapan – tahapan prototyping wawancara pengguna menjelaskan permasalahan pelatihan kerja sumber data diperoleh meminta requiment dibutuhkan pengembang pengujian penelitian menggunakan metode blackbox untuk menilai meminta masukan fungsional sistem butuhkan pengguna bahwasanya sistem pelatihan kerja pemerintah kota surakarta kelima opd mendukung perencanaan pelaksanaan evaluasi pembagian pelatihan kerja melalui pendekatan ini harapannya adalah memberikan dampak positif peserta pelatihan pemerintah kota surakarta meningkatkan sistem pemerintah berbasis elektronik di aspek pelayanan birokrasi berbasis digital,G6401211115
Pengembangan dan Optimasi Pangkalan data NoSql pada Sistem Patriot Pangan, peningkatan jumlah data menyebabkan pengelolaan data konsep relasional sulit dilakukan konsep nosql digunakan menanggulangi bentuk data tidak terstuktur pengembangan pangkalan data lebih dinamis fleksibel meningkatkan performa sistem konsep pangkalan data nosql diterapkan patriot pangan patriot pangan sistem peringatan dini kerawanan pangan melaporkan membari donasi keluarga yang rawan pangan sistem patriot pangan dinilai merupakan sistem kompleks karena memantau 34 provinsi 416 kabupaten 7 215 kecamatan 80 534 desa indonesia real time pengembangan sistem menggunakan metode scrum diselesaikan 5 proses sprint pangkalan data dibuat 22 kelas 142 atribut taraf kohesi digunakan mengukur kekuatan dari arsitektur sistem nilai kohesi tinggi mempengaruhi performa pangkalan data hasil perhitungan nilai kohesi pertama 5 kelas kohesi tinggi14 kelas kohesi sedang 3 kelas kohesi rendah dilakukan perbaikan didapat 6 kelas memiliki nilai kohesi tinggi 15 kelas mempunyai nilai kohesi yang sedang 1 kelas mempunyai nilai kohesi rendah dilakukan uji coba dengan membandingkan waktu respon hasil kelas didapat ratarata penurunan waktu respon sebesar 26 9 peningkatan nilai kohesi diiringi penurunan waktu respon,G6401211115
Perbandingan Network Phamacology Berbasis Koefisien Tanimoto dengan Koefisien Forbes-2., penelitian senyawa aktif terdapat tanaman obat bahan pembuatan jamu banyak dilakukan penjelasan detail mekanisme kerja molekuler farmakologis perlu dikembangkan penelitian in silico salah satu pendekatan umum dilakukan melihat mekanisme kerja suatu senyawa mempertimbangkan aspek kemiripan struktur kimia antar senyawa tahun 2014 nurishmaya menemukan 4 tanaman berperan upaya penyembuhan penyakit diabetes melitus dm tipe 2 tanaman tersebut pare momordica charantia sembung blumea balsamifera bratawali tinospora crispa jahe zingiber officinale keempat tanaman tersebut mengandung 58 senyawa 868 protein target 416 protein unik senyawa menargetkan beberapa protein jumlah koneksi senyawa protein sebanyak 3059 bratawali mempunyai koneksi sebanyak 70 protein tanaman jahe sebanyak 2394 koneksi protein tanaman pare sebanyak 47 koneksi protein tanaman sembung sebanyak 548 koneksi protein penelitian jumlah senyawa dianalisis sebanyak 74 55 senyawa tanaman obat 19 senyawa senyawa sintetis antidiabetes telah divalidasi badan obat makanan amerika serikat selanjutnya qomariasih tahun 2016 melakukan pengukuran kemiripan antar senyawa menggunakan koefisien tanimoto tahun sama bakri melakukan penelitian terkait penggerombolan 79 koefisien kemiripan data biner diperoleh nilai auc tinggi koefisien kemiripan data biner forbes2 nilai auc merupakan suatu indikator terbaik pengukuran kemiripan antar senyawa penelitian bertujuan mengevaluasi network pharmacology tanaman obat berperan mengobati dm tipe 2 mengganti koefisien tanimoto koefisien forbes2 metode analisis dilakukan melalui beberapa tahapan tahap pertama melihat kemiripan 74 senyawa senyawa menggunakan koefisien forbes2 tahap kedua mencari skor konkordan 74 senyawa 9673 protein tubuh tahap hanya diambil 100 protein tertinggi setiap senyawa didapatkan sebanyak 7400 protein skor konkordan didapatakan korelasi kemiripan antar senyawa protein tubuh selanjutnya kedekatan antar senyawa dihitung menggunakan koefisien tanimoto koefisien forbes2 skor konkordan dievaluasi metode mean absolute deviation mad hasil evaluasi network pharmacology tahap pertama menunjukkan hasil pengukuran antar senyawa menggunakan koefisen forbes2 lebih tinggi hasil pengukuran tersebut kurang akurat setelah ditelusuri tabel kontingensi data binernya ratarata 4860 bit telah ditemukan kloketa roth 2008 98 46 antar senyawa saling menargetkan selanjutnya hasil perhitungan skor konkordan menunjukkan bahwa 5 pada koefisien forbes2 kemampuan senyawa aktif menargetkan protein target unik semakin sedikit terbukti dari 1250 protein target unik koefisien tanimoto menjadi 967 protein unik koefisien forbes2 dari jumlah protein terindikasi mengobati diabetes melitus tipe 2 lebih sedikit dari 22 protein koefisien tanimoto menjadi 19 protein koefisien forbes2 tahap ini juga hasil analisis penggerombolan menggunakan metode ward d1 memberikan hasil hasil pengukuran pada koesfisien forbes2 terpisah kuadran pengukuran menggunakan koefisien tanimoto ditemukan dua senyawa tanaman ikut menggerombol satu kuadran 19 senyawa sintetis hasil perbandingan tersebut disimpulkan evaluasi network phamacology berbasis koefisien tanimoto dengan koefisien forbes2 menunjukkan pengukuran senyawa aktif tanaman obat mengobati penyakit dm tipe 2 lebih baik menggunakan koefisien tanimoto,G6401211116
Perancangan User Experience Aplikasi Mobile Resep Jamu Menggunakan Metode Design Thinking., indonesia memiliki banyak sumber daya alam dijadikan obat tradisional jamu departemen kesehatan republik indonesia membuat program saintifikasi jamu pembuktian ilmiah jamu jamu teruji ilmiah aman berkhasiat dapat disediakan dimanfaatkan pengobatan mandiri masyarakat maupun fasilitas pelayanan kesehatan bersamaan dengan meningkatknya potensi pasar jamu indonesia tujuan penelitian ini adalah membuat rancangan user experience disampaikan bentuk purwarupa aplikasi mobile resep jamu berdasarkan kebutuhan target pengguna dalam melakukan kegiatan pengobatan ramuan jamu mengevaluasi usabilitas purwarupa tersebut metode digunakan penelitian ini adalah design thinking terdiri lima tahap understand and observe define point of view ideate and prototype test reflect indikator keberhasilan diukur peningkatan persentase komentar positif didapatkan pada iterasi pertama persentase komentar positif diperoleh sebesar 415 sementara iterasi kedua sebesar 715 dapat disimpulkan desain yang dibuat mencapai tujuan,G6401211116
Perancangan Interaksi Belajar Zakat untuk Mualaf pada Aplikasi Hijrah Id dengan Metode The Wheel, penelitian dilakukan merancang interaksi belajar zakat mualaf menggunakan metode the wheel diperkenalkan hartson pyla aplikasi hijrah id versi 1 dikembangkan beberapa personil civitas departemen ilmu komputer ipb bekerja sama mualaf center baznas penelitian dilaksanakan empat tahap understand needs design solutions prototype candidates evaluate ux penelitian diawali tahapan understand needs melalui interview lima orang pembina mualaf revisit tahapan evaluate ux pengujian usability aplikasi hijrah id versi 1 tiga orang mualaf tingkat keberhasilan sebesar 905 tahapan understand needs kedua dilakukan interview empat orang mualaf hasil akhir penelitian berdasarkan tahapan design solutions prototype candidates berupa analisis perilaku kebutuhan mualaf direpresentasikan bentuk user persona user story storyboard rancangan interaksi belajar zakat mualaf bentuk mediumfidelity prototype this research was conducted to test the usefulness of the hijrah id application and the interaction of zakat learning interactions for converts using the wheel method introduced by hartson and pyla the hijrah id application version 1 has been developed by several personnel of the computer science department of ipb in collaboration with the mualaf center of baznas this research was carried out in four stages namely understand needs design solutions prototype candidates and evaluate ux the study began with the stage of understanding needs through interviews with five converts revisit to the ux evaluate stage by testing the usability of the hijrah id application version 1 for three converts with a success rate of 905 the second understanding needs stage was carried out by interviewing four converts the final results of this study were based on the stages of design solutions and prototype candidates in the form of an analysis of the behavior and needs of converts the final result of this study is based on the solution design stage and prototype candidate in the form of behavior analysis and needs of converts which are represented in the form of user personas user stories storyboards and the design of zakat learning interactions for converts in the form of a mediumfidelity prototype,G6401211116
Pengembangan Graphical User Interface Sistem Informasi Pengarsipan Surat Masuk di Komisi Nasional Indonesia untuk UNESCO, kniu jembatan program pemerintahan indonesia program unesco memiliki kewajiban menyampaikan informasi bentuk surat melakukan pengarsipan suratsurat tersebut meskipun menggunakan teknologi sistem pengarsipan data arsip berbentuk tabel excel sederhana tidak fitur disposisi sistem dapat diakses melalui sebuah komputer penelitian bertujuan mengembangkan graphical user interface sistem informasi menggunakan metode galitz graphical user interface berhasil dikembangkan terlebih mengenal calon pengguna melakukan riset terhadap kebutuhan antarmuka sesuai karakteristik pengguna kniu antarmuka dikembangkan mengacu style guide ada pada lingkungan kniu dibantu dukungan grafis disediakan oleh framework bootstrap hasil pengujian usability menggunakan metode think aloud dilakukan lima partisipan kniu menyatakan antarmuka sesuai dengan harapan kebutuhan pengguna empat task diberikan ratarata nilai keberhasilan uji mencapai 95,G6401211116
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado, ketersediaan online marketplace dewasa membantu masyarakat memenuhi kebutuhan hariannya mudah cepat budaya pemberian hadiah menjadi bagian hidup manusia dilakukan kehidupan seharihari penelitian bertujuan merancang prototipe online marketplace kado bernama domiqado dapat memberikan kemudahan mencari membeli kado berdasarkan perspektif empat tipe pengguna online marketplace browser evaluator transactor consumer penelitian mengadaptasi metode dikembangkan wilson hasil penelitian berupa prototipe web tahap medium fidelity ratarata persentase guidelines telah diterapkan web domiqado 94 tipe pengguna browser 81 tipe pengguna evaluator 85 tipe pengguna transactor 83 tipe pengguna customer prototipe lalu diuji 3 responden iterasi pertama 5 responden iterasi kedua menggunakan metode think aloud sebesar 92 web domiqado mendukung responden menyelesaikan tasks iterasi pertama 98 iterasi kedua seluruh responden merasa puas mudah menggunakan web domiqado,G6401211116
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite, protein merupakan komponen penting tubuh berhubungan pembentukan sel manusia disfungsi protein mempengaruhi produksi produk sel metabolisme tubuh karena disfungsi protein menyebabkan kematian sel kegagalan fungsi organ tertentu salah satu penyakit disebabkan kematian sel penyakit parkinson upaya mengembalikan fungsi protein fungsi normalnya dilakukannya terapi protein tersebut obat tepat tahapan awal dilakukan proses penemuan obat meningkatkan efektifitas diagnosa penyakit parkinson menemukan proteinprotein target penyakit parkinson penelitian bertujuan melakukan clustering interaksi antar protein fungsi molekuler penyakit parkinson direpresentasikan graf bipartite hasil pengelompokan kemudian dianalisis menggunakan informasi terdapat dalam database david diidentifikasi target protein fungsi molekuler penyakit parkinson pengumpulan data dilakukan mendapatkan protein target fungsi molekuler beberapa pangkalan data pengumpulan data protein fungsi molekuler dimulai melakukan pencarian data gen penyakit parkinson pangkalan data omim pencarian berlanjut mencari data interaksi antar protein ppi pangkalan data string selanjutnya data ppi digunakan data input pangkalan data uniprot menemukan data fungsi molekuler implementasi clustering ppi fungsi molekuler menggunakan pendekatan fuzzy kpartite graph clustering penelitian menghasilkan 19 protein target pemicu utama perkembangan penyakit parkinson protein tersebut adalahh park2 park 7 snca pink1 lrrk2 mapt gba eif4g1 tbp chchd2 vps35 htra2 gigyf2 fbxo7 pla2g6 prkag2 atxn2 synj1 dnajc6 penelitian ditemukan cluster protein terbesar cluster protein 11 dengan anggota protein synuclein alpha snca itu ditemukan sebagian besar fungsi molekuler terkait dengan pensinyalan sel neuron sistem saraf pusat sebagai metabolisme membran sel adapun manfaat penelitian yaitu protein target fungsi molekuler digunakan mengoptimalkan penemuan formula obat penyakit parkinson,G6401211117
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX, sistem alumni peduli sistem digunakan berbagi memperoleh bantuan antar alumni mahasiswa penulis mengembangkan modul crowdfunding bagian frontend sistem alumni peduli meningkatkan partisipasi alumni akademik non akademik penelitian dilakukan membuat alumni melihat transparansi donasi telah dilakukan metode digunakan penelitian metode five planes terdapat 5 tahapan strategy plane scope plane structure plane skeleton plane surface plane aplikasi dikembangkan menggunakan framework laravel fungsifungsi diimplementasikan alumni peduli menerapkan indikator transparansi akuntabilitas yaitu fungsi campaign merupakan indikator kejelasan kelengkapan informasi fungsi donasi fungsi laporan campaign indikator kesediaan aksesibilitas dokumen fungsi notifikasi indikator keterbukaan proses,G6401211117
Perancangan Enterprise Architecture pada Layanan Pemeriksaan Barang Bukti Laboratorium Forensik untuk Mendukung Pengembangan E-government, laboratorium forensik labfor merupakan bagian struktur lembaga kepolisian negara republik indonesia polri berfungsi memberikan dukungan pemeriksaan barang bukti penyidik hasil pengamatan dilakukan diketahui proses bisnis berjalan labfor polda jateng dimulai registrasi permohonan pemeriksaan barang bukti persetujuan disposisi stakeholder penyerahan hasil pemeriksaan barang bukti seluruhnya dilakukan manual belum berbasi it sesuai dengan program kerja promoter professional modern terpercaya polri melakukan peningkatan pelayanan publik lebih mudah masyarakat berbasis ti penelitian dilakukan perancangan enterprise architecture menggunakan framework togaf adm strategi penerapan egovernment sesuai dilingkungkan laboratorium forensik polri tahapan perancangan terdiri vision architecture business architecture information architecture penelitian menghasilkan analisis fungsi fitur monitoring pendigitalisasian data tracking progres pemeriksaan pada sistem mendukung layanan pemeriksaan barang bukti forensik ada labfor polda jateng,G6401211117
Pemodelan dan Prediksi Interaksi Protein-protein Diabetes Mellitus Tipe 2 dengan Feedforward Neural Network, suatu protein berinteraksi protein lainnya menjalankan suatu fungsi biologis data interaksi proteinprotein terbatas pendekatan komputasional menjadi alternatif pendekatan eksperimental yang membutuhkan banyak sumber daya arsitektur feedforward neural network fnn diterapkan memodelkan memprediksi interaksi proteinprotein terkait diabetes mellitus tipe 2 dapat dinyatakan suatu fungsi matematika yang kompleks fungsi aktivasi jumlah unit hidden layer jumlah hidden layer berbedabeda diamati pengaruhnya galat pendugaan model fnn memberikan nilai galat pendugaan terkecil fungsi aktivasi rectifier tiga puluh enam unit hidden layer tujuh hidden layer model fnn dengan konfigurasi tersebut berhasil memprediksi tingkat kepercayaan interaksi proteinprotein dengan keluaran sebesar 0 922 berdasarkan larik diberikan model tersebut memberikan performa lebih baik model random forest dan support vector regression hal akurasi prediksi interaksi proteinprotein,G6401211117
Pengembangan Aplikasi Penggajian Berbasis Web di Peternakan Al-Baqoroh Menggunakan Metode Incremental., albaqoroh merupakan salah satu peternakan sapi perah kabupaten bogor pencatatan perhitungan gaji pegawainya dilakukan sacara konvensional itu menyebabkan efektifnya ruang penyimpanan tidak efisiennya waktu perhitungan dibuatlah suatu aplikasi penggajian menggunakan metode incremental terdiri 13 kebutuhan fungsional dikerjakan 2 increment fungsi pencatatan perhitungan terdapat 5 tahapan pengerjaan increment komunikasi perancangan pemodelan konstruksi penyerahan sistem terdapat 8 fungsi dikerjakan increment pertama 5 fungsi increment kedua setiap fungsi setiap increment berhasil terapkan diuji pemilik peternakan total kasus uji 86 kasus increment pertama 22 kasus untuk increment kedua pengembangan aplikasi penggajian dilakukan menggunakan bahasa pemrograman php rdbms mariadb framework codeigniter penelitian menghasilkan suatu aplikasi penggajian dapat membantu melakukan pencatatan perhitungan gaji pegawai peternakan albaqoroh,G6401211117
Optimasi Visualisasi Data Spasial Berbasis Poligon pada Solap untuk Komoditas Pertanian Indonesia, sebagai negara agraris indonesia memproduksi berbagai komoditas pertanian tahunnya menyimpan data komoditas pertanian kementerian pertanian indonesia menyediakan aplikasi berbasis web umum sistem solap komoditas pertanian indonesia berhasil dibangun untuk memudahkan visualisasi data analisis data komoditas pertanian tersebut namun modul visualisasi sistem tersebut membutuhkan waktu lama untuk menampilkan hasil operasi solap bentuk peta tersebut disebabkan besarnya fail geojson peta merepresentasikan poligon batas wilayah indonesia karena diperlukan optimasi data spasial berbasis poligon modul visualisasi peta sistem tersebut dapat diakses lebih cepat tujuan penelitian adalah mengoptimasi visualisasi data batas wilayah administratif indonesia direpresentasikan dalam poligon sistem solap komoditas pertanian indonesia adapun data dioptimasi data spasial poligon merepresentasikan batas wilayah administratif indonesia dari badan informasi geografis big total keseluruhan poligon data tersebut sebanyak 3706 buah poligon tersebut tersusun 446 549 koordinat penelitian terdiri atas beberapa tahapan praproses data simplifikasi poligon analisis hasil simplifikasi pengukuran waktu akses modul visualisasi peta dan implementasi poligon sistem solap komoditas pertanian indonesia simplifikasi dilakukan menggunakan algoritme douglaspeucker dan visvalingamwhyatt adapun nilai threshold digunakan proses simplifikasi dimulai 0 00001 0 04981 hasil penelitian ini menunjukan poligon optimal diperoleh menggunakan nilai threshold 0 00251 algoritme douglaspeucker 0 00007 algoritme visvalingamwhyatt jumlah koordinat poligon hasil simplifikasi algoritme visvalingam whyatt lebih sedikit dibandingkan menggunakan algoritme douglaspeucker poligon merepresentasikan pulaupulau kecil hilang ketika menggunakan algoritme visvalingamwyatt tersebut menyebabkan ukuran fail geojson besar bentuk poligon berukuran besar kurang baik sedangkan menggunakan algoritme douglaspeucker pulaupulau kecil tersebut hilang tersebut menyebabkan jumlah koordinat berkurang sehingga ukuran fail geojson berkurang karena poligon hasil simplifikasi algoritme douglaspeucker diimplementasikan sistem solap komoditas pertanian indonesia penelitian telah berhasil memangkas waktu akses modul visualisasi peta sistem solap komoditas pertanian indonesia 3 29 menit menjadi kurang 15 detik,G6401211118
Visualisasi Data Patroli Titik Panas di Sumatra dan Kalimantan Menggunakan ArcGIS Online, salah satu upaya pencegahan kebakaran hutan lahan karhutla adalah mengadakan patroli terpadu laporan patroli terpadu pencegahan karhutla masih berupa fail teks belum diolah belum dilakukan analisis lebih lanjut pembuatan basis data spasial visualisasi data patroli sistem informasi geografis sig diperlukan dapat dilakukan analisis lebih lanjut lokasi patroli penelitian bertujuan membangun basis data spasial dan memvisualisasikan data patroli sig data digunakan laporan patroli terpadu pencegahan karhutla tahun 2016 sumatra kalimantan lima tahapan penelitian yaitu analisis perancangan basis data rekapitulasi dan praproses data penyimpanan data patroli basis data analisis potensi karhutla berdasarkan data patroli visualisasi karhutla dalam arcgis online data patroli terpadu pencegahan karhutla diimplementasikan dalam basis data spasial data patroli terpadu menunjukkan lokasi patroli potensi karhutla tinggi sebanyak 78 75 terdapat tanah gambut sebanyak 9 06 terdapat vegetasi sawit sebanyak 58 44 terdapat kondisi vegetasi kering data patroli titik panas divisualisasikan menggunakan arcgis online,G6401211118
Pemetaan dan Prediksi Tren Riset pada Publikasi Jurnal Internasional Menggunakan Graf dan Topic Modeling, ringkasan informasi perkembangan riset peta riset prediksi tren riset sangat diperlukan peneliti pengelola jurnal teknik pemetaan riset banyak menggunakan analisis bibliografi tetapi analisis satu jurnal optimal ruang lingkup terlalu terbatas penggunaan analisis isi dokumen berbasis topik katafrasa mengatasi keterbatasan tersebut penelitian telah menghasilkan topik riset peta riset prediksi tren riset visualisasinya sesuai tujuan penelitian metode digunakan gabungan beberapa teknikmetode text mining topic modeling cosine similarity network analysis graph theory prediksi seasonal autoregressive integrated moving average sarima pengujian topic coherence menghasilkan jumlah topik optimal sebanyak 6 hasil topik berbentuk kumpulan katafrasa dievaluasi pakar diberikan label bidang fokus topic modeling menghasilkan distribusi topik tiap dokumen pengelompokan dokumen sesuai topik riset identifikasi topik tiap dokumen digunakan tahap pemetaan prediksi tren riset pada hasil peta riset per topik didapatkan informasi riset menjadi tren paling populer menjadi pusat grup riset penting perkembangan jalur grup teridentifikasi riset jenis pendahulu pengembangan research gap peta riset digunakan identifikasi evaluasi menganalisis relasi mendapatkan informasi area riset potensial prediksi tren riset didapatkan berbasis topik berbasis katafrasa memberikan gambaran perbandingan perkembangan tren riset beberapa tahun kedepan prediksi tren riset berbasis topik menghasilkan tren topik riset tahun prediksinya beberapa tahun kedepan prediksi tren riset berbasis katafrasa menggunakan hasil tfidf ngram dijadikan perbandingan detail topik prediksi tren riset dapat digunakan bahan pertimbangan rencana penelitian peneliti pengelola jurnal dapat mengevaluasi artikel hasil riset akan diterima relevan tren topik jurnal dominan menjadi perhatian catatan pengelola jurnal mengisi topik masih kosong menjadi lebih terarah sesuai tujuan jurnal visualisasi bentuk descriptive predictive berupa peta riset bentuk graf prediksi tren bentuk time series visualisasi ini dapat dimanfaatkan dieksplorasi peneliti pengelola jurnal sesuai keperluan masingmasing,G6401211118
Klasifikasi Data Gempa Bumi menggunakan Algoritme Pohon Keputusan C5.0., gempa bumi pergerakan mendadak lempeng bumi yang disebabkan pelepasan tekanan terakumulasi sepanjang patahan geologis secara tibatiba indonesia memiliki kondisi geologis rawan gempa bumi sehingga klasifikasi gempa bumi diperlukan mengukur tingkat risiko kerusakankorban gempa bumi dapat memperkirakan tingkat kerentanan suatu daerah gempa bumi penelitian bertujuan untuk menghasilkan model klasifikasi gempa berdasarkan risiko timbulnya kerusakankorban baik signifikan maupun nonsignifikan pemodelan yang digunakan pohon keputusan algoritme c5 0 hasil klasifikasi mayoritas dibagi variabel damage diawal dipengaruhi variabel seperti mag smaj areaclass depth tingkat akurasi 89 hingga 100 persen visualisasi dilakukan berdasarkan hasil klasifikasi c5 0 titiktitik pusat gempa yang terdapat data gempa bumi visualisasi dilakukan menggunakan framework shiny library leaflet hasil visualisasi menggambarkan skala intensitas risiko tiap kejadian gempa radius wilayah hingga stasiun pengukuran terjauh smaj,G6401211118
Sistem Pendukung Keputusan Spasial untuk Evaluasi Kesesuaian Lahan Bawang Putih, direktur jenderal hortikultura indonesia melakukan program pembangunan berswasembada komoditas bawang putih program dilakukan meningkatkan luas lahan bawang putih menjadi 72 249 ha tahun 2019 semula hanya 23 900 ha tahun 2018 peningkatan luas lahan dikarenakan jumlah produksi bawang putih menurun 25 per tahun namun jumlah tersebut maksimal menutupi jumlah konsumsi bawang putih indonesia meningkat mencapai 106 per tahun pengambilan keputusan tepat evaluasi kesesuaian lahan bawang putih sangat penting perencanaan peningkatan luas lahan bawang putih keputusan baik diperoleh apabila data pendukung dibutuhkan terpenuhi menggunakan metode tepat penelitian bertujuan mengembangkan suatu sistem pendukung keputusan spasial dapat digunakan melakukan evaluasi kesesuaian lahan bawang putih kabupaten magetan kabupaten solok sistem dibangun menggunakan model pohon keputusan spatial decision tree model spatial decision tree dihasilkan penelitian sebelumnya akurasi 9436 dengan jumlah aturan 66 kabupaten magetan menghasilkan akurasi 6029 jumlah aturan 33 kabupaten solok pada pengembangan sistem berbasis web digunakan metode iterative system development cycle pengembangan sistem penelitian terdiri atas empat tahapan pokok perencanaan analisis desain implementasi penelitian berhasil membangun sistem pendukung keputusan spasial spks evaluasi kesesuaian lahan bawang putih hasil pengujian menggunakan blackbox testing menunjukkan fitur utama menu klasifikasi lahan peta visualisasi lahan fitur pendukung spks kesesuaian lahan bawang putih menu data master kriteria lahan menu basis aturan menu bantuan mampu berjalan baik sesuai analisisanalisis kebutuhan sistem the directorate jenderal of horticulture indonesia carried out a self sufficient development program on garlic commodities by increasing the garlic land area to 72 249 ha in 2019 from 23 900 ha in 2018 the expansion of cultivated land caused by the fact that gralic production in 2017 decreases 25 per year meanwhile this number couldnt cope with the garlic consumption rate in indonesia which increased 106 per year the proper decision making in evaluating the suitability of garlic cultivation land is crucial for the expansion planning good decision will be achieved if the supporting data are complete and developed using the proper method this study aims to develop a decision support system for garlic land suitability in magetan and solok districts spacial data this system is developed using the spatial decision trees on the magetan dataset the best model has 33 rules with accuracy of 9434 and relief variable as the root node whereas on the solok dataset the best model has 66 rules with accuracy of 6029 and soil texture variable as the root node this webbased system is developed using the iterative system development cycle method system development in this study consist of four main phases plan analysis design and implementation this study has successfully produced a spatial decision support system for evaluation of garlic lands suitability knowledge base of the system is created based on the spatial decision tree resulted in the previous study the results of the blackbox testing show that the five features of the system land criteria menu rule base menu data master classification menu visualization map menu and help menu are working properly the directorate jenderal of horticulture indonesia carried out a self sufficient development program on garlic commodities by increasing the garlic land area to 72 249 ha in 2019 from 23 900 ha in 2018 the expansion of cultivated land caused by the fact that gralic production in 2017 decreases 25 per year meanwhile this number couldnt cope with the garlic consumption rate in indonesia which increased 106 per year the proper decision making in evaluating the suitability of garlic cultivation land is crucial for the expansion planning good decision will be achieved if the supporting data are complete and developed using the proper method this study aims to develop a decision support system for garlic land suitability in magetan and solok districts spacial data this system is developed using the spatial decision trees on the magetan dataset the best model has 33 rules with accuracy of 9434 and relief variable as the root node whereas on the solok dataset the best model has 66 rules with accuracy of 6029 and soil texture variable as the root node this webbased system is developed using the iterative system development cycle method pengembangan sistem penelitian terdiri empat fase utama rencana analisis desain implementasi studi ini telah berhasil menghasilkan spasial sistem pendukung keputusan evaluasi kesesuaian tanah bawang putih pengetahuan basis sistem dibuat berdasarkan pohon keputusan spasial menghasilkan studi sebelumnya hasil pengujian blackbox menunjukkan lima fitur sistem menu kriteria lahan menu dasar aturan master data menu klasifikasi menu peta visualisasi menu bantuan berfungsi baik,G6401211118
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX, sistem alumni peduli sistem digunakan berbagi memperoleh bantuan antar alumni mahasiswa penulis mengembangkan modul crowdfunding bagian frontend sistem alumni peduli meningkatkan partisipasi alumni akademik non akademik penelitian dilakukan membuat alumni melihat transparansi donasi telah dilakukan metode digunakan penelitian metode five planes terdapat 5 tahapan strategy plane scope plane structure plane skeleton plane surface plane aplikasi dikembangkan menggunakan framework laravel fungsifungsi diimplementasikan alumni peduli menerapkan indikator transparansi akuntabilitas yaitu fungsi campaign merupakan indikator kejelasan kelengkapan informasi fungsi donasi fungsi laporan campaign indikator kesediaan aksesibilitas dokumen fungsi notifikasi indikator keterbukaan proses,G6401211119
